filename,baseColour,articleType,season,gender
33583.jpg,3,23,2,0
24639.jpg,0,4,2,0
45588.jpg,0,8,2,0
38592.jpg,3,23,2,2
22764.jpg,1,12,0,2
57149.jpg,0,21,2,2
30603.jpg,7,17,2,0
11518.jpg,0,10,3,2
5424.jpg,8,23,2,0
42024.jpg,1,19,2,0
39387.jpg,1,11,2,0
23644.jpg,8,23,1,0
22703.jpg,0,4,0,0
44150.jpg,2,13,1,0
39509.jpg,0,0,2,1
54931.jpg,3,23,2,0
18763.jpg,8,16,0,2
30043.jpg,8,25,3,0
6457.jpg,1,7,2,2
16375.jpg,1,22,0,0
5119.jpg,2,23,2,2
53617.jpg,0,13,3,1
29055.jpg,0,23,2,0
52361.jpg,8,13,3,2
28315.jpg,0,4,3,0
55049.jpg,2,13,1,2
37567.jpg,3,23,2,2
52937.jpg,6,13,2,2
17835.jpg,6,7,0,2
43515.jpg,1,5,2,2
10073.jpg,6,23,0,2
22589.jpg,1,17,0,0
47335.jpg,3,9,2,2
47492.jpg,7,4,0,1
20462.jpg,6,13,3,2
10045.jpg,1,23,0,0
26939.jpg,7,23,2,2
27447.jpg,6,23,3,2
13997.jpg,1,13,0,0
4345.jpg,8,19,2,0
53673.jpg,3,9,2,2
27751.jpg,2,24,3,0
23927.jpg,4,19,2,0
46116.jpg,3,4,2,0
19477.jpg,1,13,2,0
45198.jpg,4,25,3,2
28785.jpg,7,3,2,2
14316.jpg,1,13,0,0
9781.jpg,0,23,0,0
46653.jpg,0,13,1,0
5301.jpg,0,0,2,1
19924.jpg,2,21,2,2
36438.jpg,0,19,1,0
13975.jpg,0,7,0,0
13349.jpg,1,11,0,2
35542.jpg,7,15,2,2
33429.jpg,1,9,0,2
8091.jpg,8,19,0,0
26717.jpg,1,23,2,0
52499.jpg,0,13,2,2
27116.jpg,8,2,2,2
4294.jpg,8,23,2,0
42528.jpg,7,12,2,2
2623.jpg,0,6,0,2
40608.jpg,3,12,2,2
49241.jpg,6,13,0,0
56846.jpg,1,11,0,0
5628.jpg,0,7,2,0
31887.jpg,1,13,2,2
22841.jpg,2,4,2,0
4892.jpg,3,23,2,2
9715.jpg,0,8,0,0
57851.jpg,0,6,2,2
3844.jpg,9,23,2,0
37597.jpg,8,23,2,0
11200.jpg,0,25,3,0
25504.jpg,1,23,0,0
43727.jpg,4,13,2,2
45330.jpg,7,10,2,2
39580.jpg,2,10,3,2
52455.jpg,8,13,3,2
12612.jpg,9,23,0,0
40256.jpg,1,16,2,0
49495.jpg,5,4,2,0
51563.jpg,8,25,3,0
26786.jpg,0,16,0,0
56464.jpg,7,13,1,2
47010.jpg,3,12,2,2
16193.jpg,3,13,0,0
53747.jpg,0,13,2,0
32266.jpg,1,13,2,0
34191.jpg,7,23,2,0
15914.jpg,0,16,0,0
8083.jpg,3,19,0,0
15256.jpg,0,4,0,2
7836.jpg,1,19,0,0
56949.jpg,0,10,3,2
56978.jpg,0,6,3,2
58944.jpg,9,14,1,2
56181.jpg,5,13,1,2
25440.jpg,3,4,2,0
12084.jpg,1,12,0,2
26859.jpg,1,14,1,2
3671.jpg,4,19,2,0
30795.jpg,9,16,2,0
54339.jpg,0,18,2,0
22913.jpg,8,19,2,0
34743.jpg,2,4,2,0
31382.jpg,8,23,2,0
53675.jpg,6,9,2,2
56516.jpg,2,13,1,2
58565.jpg,0,23,2,0
2507.jpg,8,4,0,0
11492.jpg,2,10,3,2
30907.jpg,0,13,2,2
53020.jpg,5,13,0,2
12726.jpg,3,23,0,0
53538.jpg,5,3,3,2
44209.jpg,4,7,3,2
34546.jpg,0,1,2,0
20666.jpg,0,23,0,0
52162.jpg,0,5,2,2
14519.jpg,8,16,0,0
51535.jpg,0,25,3,0
14606.jpg,8,18,2,0
39145.jpg,5,13,2,2
44197.jpg,2,7,3,2
26471.jpg,1,23,2,0
10068.jpg,8,23,0,0
11974.jpg,8,4,2,0
11038.jpg,2,21,0,2
40065.jpg,9,23,2,0
57488.jpg,0,4,0,0
42996.jpg,8,19,2,2
8076.jpg,8,19,0,0
56515.jpg,7,13,1,2
4897.jpg,9,21,2,2
39797.jpg,0,22,2,0
25542.jpg,9,21,2,2
22762.jpg,1,13,0,2
23682.jpg,0,4,2,0
44843.jpg,8,23,2,0
22921.jpg,1,25,3,2
38598.jpg,6,23,2,0
48352.jpg,2,13,2,2
46885.jpg,1,7,0,0
52903.jpg,6,13,0,2
30913.jpg,1,13,2,2
23649.jpg,8,23,2,0
54182.jpg,3,9,2,2
27435.jpg,0,2,3,2
42232.jpg,1,21,2,2
12237.jpg,7,16,0,0
50001.jpg,0,2,3,2
15065.jpg,2,8,2,0
47072.jpg,1,13,0,2
45986.jpg,0,13,2,2
17241.jpg,7,23,0,0
24555.jpg,0,21,0,2
29082.jpg,0,24,3,0
57539.jpg,3,1,2,0
11766.jpg,8,23,0,0
57133.jpg,5,21,2,2
54395.jpg,3,24,0,2
28183.jpg,4,20,3,0
17693.jpg,0,4,0,0
36779.jpg,4,25,3,0
36202.jpg,8,17,2,0
46393.jpg,3,16,2,0
30495.jpg,2,2,2,2
38692.jpg,8,9,2,2
5240.jpg,4,19,2,0
37723.jpg,1,16,2,0
30647.jpg,0,23,2,0
4665.jpg,0,25,3,1
44760.jpg,8,4,2,0
1627.jpg,8,13,0,1
36219.jpg,0,19,2,2
16923.jpg,0,16,0,0
39922.jpg,0,13,0,1
11778.jpg,0,23,0,0
13332.jpg,1,16,0,0
24458.jpg,6,7,2,2
40657.jpg,3,12,2,2
49407.jpg,2,4,2,0
33310.jpg,8,23,2,0
4855.jpg,7,4,2,1
19536.jpg,6,13,2,0
52988.jpg,9,13,2,2
36264.jpg,7,13,2,2
39296.jpg,2,15,3,0
34105.jpg,1,17,2,0
36747.jpg,8,13,2,0
31072.jpg,1,13,2,2
44779.jpg,8,4,2,0
32498.jpg,8,4,2,0
1875.jpg,3,23,3,0
45676.jpg,2,14,1,0
7800.jpg,3,23,0,0
19887.jpg,3,1,2,0
30783.jpg,8,12,2,0
44072.jpg,4,14,1,0
36802.jpg,8,25,3,2
16801.jpg,3,22,0,0
59407.jpg,0,23,2,2
31558.jpg,1,22,2,0
25846.jpg,5,12,2,2
53603.jpg,0,25,3,0
55582.jpg,5,13,1,2
53397.jpg,8,12,0,2
21572.jpg,5,18,3,0
8269.jpg,0,23,0,0
33944.jpg,8,23,2,0
56232.jpg,1,13,2,0
54677.jpg,0,25,3,2
20555.jpg,3,13,3,2
25035.jpg,1,23,0,0
22369.jpg,1,22,0,0
15779.jpg,1,3,2,0
3017.jpg,1,23,2,0
35186.jpg,0,0,1,1
44895.jpg,3,23,2,0
54621.jpg,0,25,3,0
41796.jpg,1,13,2,2
22153.jpg,2,15,2,0
43045.jpg,7,17,2,0
38165.jpg,0,20,3,2
52514.jpg,0,13,3,2
44774.jpg,8,19,2,0
52785.jpg,0,24,0,2
52970.jpg,5,13,0,2
27442.jpg,1,23,3,2
57505.jpg,0,15,2,0
21668.jpg,4,25,3,0
4780.jpg,7,23,2,2
17036.jpg,8,4,2,0
7468.jpg,0,23,2,0
27003.jpg,1,11,2,2
50894.jpg,8,13,2,2
17131.jpg,0,9,3,2
19598.jpg,6,21,0,2
41902.jpg,0,14,1,0
16933.jpg,3,23,0,0
46409.jpg,1,23,2,0
4214.jpg,9,23,2,2
45247.jpg,0,25,3,0
10692.jpg,7,23,0,0
5139.jpg,1,23,2,2
51497.jpg,1,11,2,2
54541.jpg,0,19,0,0
44510.jpg,0,4,2,1
18021.jpg,7,1,3,2
39019.jpg,0,25,3,0
50217.jpg,0,1,2,2
22649.jpg,3,0,3,1
59999.jpg,4,10,3,2
58770.jpg,0,16,2,0
56002.jpg,2,13,1,2
40546.jpg,0,25,3,2
49589.jpg,5,10,3,2
22294.jpg,2,10,3,2
38950.jpg,8,21,2,2
32182.jpg,2,19,2,0
51447.jpg,0,5,2,2
45291.jpg,0,25,3,2
9703.jpg,2,8,3,0
35635.jpg,0,7,2,0
18574.jpg,0,23,0,0
25773.jpg,0,13,2,0
28045.jpg,1,3,2,0
53124.jpg,7,23,2,2
15862.jpg,1,15,0,1
33647.jpg,0,15,2,0
9469.jpg,8,16,0,0
39231.jpg,5,21,2,2
57054.jpg,9,5,2,2
37798.jpg,8,16,2,0
55957.jpg,7,13,1,2
5910.jpg,4,4,2,2
13868.jpg,1,16,0,0
8050.jpg,0,23,0,0
7407.jpg,2,4,3,0
4162.jpg,3,23,2,2
35578.jpg,7,7,2,2
24524.jpg,0,16,0,0
3883.jpg,1,23,2,0
19582.jpg,0,23,2,0
4122.jpg,0,4,2,1
31439.jpg,3,22,2,0
3425.jpg,1,23,2,0
32541.jpg,0,14,1,0
9578.jpg,0,9,0,2
49851.jpg,0,25,3,1
12080.jpg,9,12,0,2
19253.jpg,4,25,3,2
32307.jpg,0,25,3,2
57818.jpg,9,21,0,2
52125.jpg,7,5,2,2
20116.jpg,7,13,0,2
9650.jpg,6,16,0,0
17448.jpg,4,25,3,0
4930.jpg,1,13,2,2
13750.jpg,1,16,0,0
24382.jpg,7,12,0,2
4719.jpg,8,23,2,2
1856.jpg,7,23,2,0
44458.jpg,0,10,2,2
54319.jpg,7,3,2,2
35938.jpg,0,19,2,0
34853.jpg,0,4,2,1
4039.jpg,1,13,2,1
2119.jpg,7,16,3,2
26390.jpg,6,16,2,0
55498.jpg,7,13,1,2
58859.jpg,0,13,2,0
20449.jpg,7,9,3,2
5352.jpg,0,19,2,0
48343.jpg,4,13,0,2
5696.jpg,2,4,3,0
8761.jpg,0,13,0,2
16161.jpg,0,8,2,0
33226.jpg,1,5,2,2
4764.jpg,8,23,2,0
18491.jpg,0,13,0,0
2477.jpg,1,19,0,0
15957.jpg,7,13,0,0
44162.jpg,8,14,1,2
52516.jpg,8,13,3,2
53120.jpg,7,23,2,2
25491.jpg,0,15,2,0
32404.jpg,0,22,2,2
9034.jpg,2,4,3,0
1929.jpg,0,19,0,0
4678.jpg,0,0,2,0
58858.jpg,0,13,2,0
12567.jpg,0,23,0,0
10620.jpg,4,7,0,2
55916.jpg,7,13,1,2
11605.jpg,1,13,2,2
53600.jpg,0,25,3,0
13850.jpg,8,16,0,0
13146.jpg,4,10,3,2
40511.jpg,8,25,3,0
17073.jpg,2,1,3,2
20907.jpg,4,10,3,2
51424.jpg,8,16,2,0
27567.jpg,0,16,2,0
31824.jpg,0,25,3,0
19733.jpg,3,16,2,0
27810.jpg,0,1,2,0
45721.jpg,8,13,1,0
11269.jpg,0,23,0,0
10076.jpg,0,23,0,2
19738.jpg,6,24,0,2
51764.jpg,0,1,2,0
42915.jpg,0,1,2,2
56935.jpg,1,10,3,2
26688.jpg,3,15,2,0
49964.jpg,0,23,2,0
17671.jpg,2,10,3,2
34882.jpg,7,9,2,2
36976.jpg,6,13,2,2
58323.jpg,0,18,2,0
14689.jpg,2,22,0,0
46100.jpg,0,4,2,1
11653.jpg,8,25,3,0
39868.jpg,2,10,3,2
47451.jpg,2,6,2,2
21240.jpg,0,13,1,0
43581.jpg,8,16,2,0
2485.jpg,6,23,0,2
4315.jpg,2,23,2,1
21170.jpg,0,21,0,2
58990.jpg,8,13,1,0
33744.jpg,0,21,2,2
51988.jpg,6,13,2,2
20332.jpg,7,23,0,0
5707.jpg,3,4,3,0
9456.jpg,7,16,0,0
26616.jpg,0,19,2,2
9885.jpg,3,23,0,2
21575.jpg,5,18,3,0
30725.jpg,7,13,2,2
13266.jpg,7,21,0,2
21616.jpg,7,2,2,2
31434.jpg,0,22,2,0
36248.jpg,3,23,2,0
41300.jpg,3,23,2,2
26700.jpg,7,13,2,2
44905.jpg,0,13,2,0
18916.jpg,0,16,0,0
11850.jpg,3,7,3,0
59642.jpg,0,13,0,2
53470.jpg,6,2,2,2
36409.jpg,0,18,2,0
28386.jpg,0,20,3,0
16253.jpg,0,13,0,2
39224.jpg,7,16,2,2
48827.jpg,4,13,2,2
42736.jpg,0,6,3,2
28783.jpg,0,3,2,2
21699.jpg,8,25,3,2
21753.jpg,2,9,3,2
36825.jpg,6,12,2,2
15032.jpg,1,13,0,2
7938.jpg,0,23,0,0
30559.jpg,0,20,3,1
29352.jpg,1,23,2,0
24986.jpg,8,21,2,2
11307.jpg,1,11,0,2
8737.jpg,8,16,0,0
37068.jpg,0,9,2,2
3046.jpg,7,23,2,0
19315.jpg,0,0,0,1
37611.jpg,1,23,2,2
44963.jpg,4,13,3,0
6988.jpg,8,23,2,0
55556.jpg,0,13,1,2
27013.jpg,1,13,2,2
15598.jpg,0,13,0,0
36719.jpg,0,23,2,0
6708.jpg,9,16,2,0
57678.jpg,8,13,1,2
5189.jpg,0,23,2,0
6728.jpg,8,19,2,2
56571.jpg,5,13,1,2
44645.jpg,2,21,2,2
11012.jpg,5,21,0,2
35397.jpg,0,8,2,0
33149.jpg,7,13,2,2
59524.jpg,4,13,2,2
37797.jpg,1,16,2,0
3213.jpg,8,19,2,2
27870.jpg,8,16,0,2
57134.jpg,8,21,2,2
13419.jpg,7,23,2,0
15857.jpg,1,15,1,1
39396.jpg,3,23,2,0
7263.jpg,2,4,0,0
37210.jpg,5,16,2,0
24722.jpg,8,19,0,0
10015.jpg,8,23,0,0
7482.jpg,8,23,2,2
27726.jpg,0,9,3,2
4237.jpg,7,23,2,0
19288.jpg,7,25,3,2
12246.jpg,0,16,3,0
25544.jpg,1,23,2,2
16107.jpg,0,20,3,2
51606.jpg,1,11,0,2
23187.jpg,0,16,0,0
5812.jpg,0,23,2,2
22905.jpg,0,22,2,0
18283.jpg,6,12,0,2
8661.jpg,2,20,3,1
16459.jpg,7,16,0,0
53405.jpg,8,12,0,2
52327.jpg,1,13,3,2
47650.jpg,0,5,2,2
14025.jpg,0,17,0,0
38372.jpg,2,1,2,0
16360.jpg,6,16,0,0
7905.jpg,3,23,0,0
25997.jpg,7,14,1,2
17095.jpg,0,24,3,2
24302.jpg,1,4,2,1
33824.jpg,0,19,2,2
40074.jpg,1,13,2,2
7835.jpg,0,19,0,0
2766.jpg,0,23,2,0
47388.jpg,4,13,0,2
46919.jpg,1,14,1,0
48859.jpg,4,13,2,2
23176.jpg,1,23,0,0
16828.jpg,3,23,0,2
25317.jpg,2,25,3,0
29699.jpg,6,16,2,0
4141.jpg,8,4,2,0
56379.jpg,3,14,1,2
30574.jpg,7,20,3,0
30903.jpg,8,13,2,2
32423.jpg,0,13,2,1
29492.jpg,8,25,3,2
29835.jpg,2,16,2,0
33922.jpg,1,25,3,2
29309.jpg,0,23,2,0
11356.jpg,5,23,0,2
26240.jpg,0,17,2,0
3579.jpg,8,19,2,2
37653.jpg,0,18,2,0
33924.jpg,4,25,3,2
22611.jpg,3,23,0,0
11291.jpg,1,11,2,0
22392.jpg,8,21,0,2
36060.jpg,9,13,2,1
16298.jpg,1,16,0,0
15826.jpg,0,13,2,0
4950.jpg,1,17,2,0
39899.jpg,2,13,2,0
28920.jpg,0,13,2,0
57320.jpg,7,2,3,2
49907.jpg,9,25,3,2
33342.jpg,0,8,2,0
26335.jpg,8,25,3,2
4532.jpg,8,19,2,2
36401.jpg,0,18,2,0
5358.jpg,8,19,2,0
34284.jpg,1,13,2,2
24518.jpg,6,12,0,2
25266.jpg,2,9,3,2
53570.jpg,6,25,3,1
17369.jpg,6,13,0,0
28044.jpg,1,3,2,0
29582.jpg,0,6,2,2
7903.jpg,1,23,0,0
27901.jpg,2,22,2,2
48990.jpg,4,13,2,2
15719.jpg,3,19,0,0
1888.jpg,0,23,3,0
41253.jpg,0,1,2,0
36295.jpg,3,6,3,2
43196.jpg,8,25,3,2
45001.jpg,0,25,3,0
29422.jpg,4,25,3,0
28631.jpg,1,13,2,0
53819.jpg,3,13,0,2
5991.jpg,3,16,2,0
43074.jpg,0,13,2,2
30900.jpg,9,13,2,2
52021.jpg,2,13,2,2
22848.jpg,5,4,2,0
48708.jpg,4,13,2,2
4196.jpg,1,23,2,0
59772.jpg,4,13,3,2
14780.jpg,1,16,0,0
56864.jpg,4,10,3,2
40067.jpg,9,23,2,0
7737.jpg,0,13,0,1
16141.jpg,9,21,0,2
18641.jpg,0,23,0,0
32175.jpg,0,19,2,2
17627.jpg,1,23,0,0
31259.jpg,0,23,2,0
17275.jpg,0,23,0,0
12924.jpg,0,15,1,0
3429.jpg,0,23,2,0
10604.jpg,7,13,0,1
4787.jpg,0,17,2,0
32513.jpg,2,15,3,0
37447.jpg,0,1,2,0
56220.jpg,4,13,3,2
36827.jpg,3,12,2,2
27054.jpg,1,9,2,2
31899.jpg,7,3,2,2
33255.jpg,3,23,2,0
58744.jpg,7,23,2,0
26545.jpg,0,15,0,0
28299.jpg,4,20,3,0
24408.jpg,0,19,2,0
11100.jpg,6,16,0,0
56158.jpg,6,13,1,2
20606.jpg,7,1,3,2
9355.jpg,8,18,0,0
26714.jpg,3,23,2,0
36789.jpg,4,25,3,0
21743.jpg,0,4,1,1
15509.jpg,2,4,0,0
13923.jpg,0,19,0,0
57697.jpg,8,13,1,2
8727.jpg,1,16,0,0
31732.jpg,2,13,2,0
36046.jpg,1,13,2,1
26641.jpg,8,4,2,0
44135.jpg,4,14,1,0
15682.jpg,2,22,0,0
12164.jpg,9,13,0,2
31488.jpg,0,22,2,0
25357.jpg,0,3,2,0
56101.jpg,7,13,1,2
50974.jpg,4,2,2,2
31649.jpg,1,16,2,0
5752.jpg,8,19,2,0
58057.jpg,0,13,0,2
7156.jpg,0,16,0,0
34088.jpg,8,4,2,0
26525.jpg,1,4,1,0
22638.jpg,0,23,0,0
22600.jpg,8,23,0,0
48888.jpg,4,13,2,2
21927.jpg,8,12,0,2
25971.jpg,0,5,2,2
15989.jpg,8,13,0,0
14340.jpg,7,7,2,2
15837.jpg,8,12,0,2
8359.jpg,7,23,0,2
9170.jpg,1,11,0,0
59012.jpg,0,19,2,0
47511.jpg,0,3,2,0
53638.jpg,0,4,2,0
40028.jpg,1,23,2,0
28650.jpg,8,19,2,0
12591.jpg,1,23,0,1
56895.jpg,1,10,3,2
27744.jpg,0,9,3,2
48069.jpg,1,23,2,0
47329.jpg,0,9,2,2
55140.jpg,7,13,2,2
1938.jpg,1,23,0,0
17989.jpg,2,1,0,0
49713.jpg,1,13,2,0
8208.jpg,1,23,2,0
4655.jpg,8,19,2,2
11395.jpg,7,23,0,0
47585.jpg,2,6,3,2
46475.jpg,1,25,3,0
22599.jpg,9,23,0,2
41593.jpg,2,16,2,0
54493.jpg,3,9,2,2
38576.jpg,0,13,1,0
30561.jpg,4,20,3,0
48213.jpg,2,20,3,0
47187.jpg,0,8,2,0
28191.jpg,0,20,3,0
24913.jpg,7,23,2,0
42920.jpg,0,24,2,2
17223.jpg,0,20,3,2
19054.jpg,3,12,0,2
3864.jpg,8,23,2,0
37736.jpg,1,16,2,0
56880.jpg,1,10,3,2
44085.jpg,3,14,1,0
55616.jpg,0,4,2,0
54725.jpg,7,12,0,2
54160.jpg,4,13,0,2
6433.jpg,1,4,2,0
18780.jpg,0,13,2,0
39268.jpg,0,4,3,0
40955.jpg,7,23,2,0
55461.jpg,6,13,1,2
43796.jpg,0,13,2,2
11703.jpg,1,16,0,0
37299.jpg,4,25,3,0
31160.jpg,8,21,2,2
54345.jpg,8,18,2,0
23133.jpg,0,23,0,0
26822.jpg,3,22,2,0
36139.jpg,0,19,2,0
30881.jpg,9,13,2,2
41273.jpg,2,24,2,0
57700.jpg,8,13,1,2
19746.jpg,0,23,0,0
3899.jpg,8,23,2,2
51215.jpg,3,7,2,2
43081.jpg,1,13,2,2
23469.jpg,0,13,3,0
51231.jpg,9,13,2,2
7851.jpg,1,23,0,0
1867.jpg,1,23,2,0
59520.jpg,4,13,2,2
24597.jpg,0,23,0,2
54808.jpg,2,9,2,2
20900.jpg,0,10,3,2
55482.jpg,2,13,1,2
22311.jpg,4,10,3,2
36447.jpg,8,19,2,0
43948.jpg,4,10,3,2
45279.jpg,9,13,2,2
22706.jpg,8,19,0,2
4379.jpg,8,23,2,0
59273.jpg,1,25,3,2
28457.jpg,0,13,2,2
4643.jpg,8,19,2,2
53075.jpg,7,13,2,2
46111.jpg,6,7,2,0
2833.jpg,0,4,2,0
13063.jpg,2,25,3,0
33395.jpg,0,24,0,2
29852.jpg,2,22,2,0
4633.jpg,0,19,2,0
49564.jpg,2,9,2,2
28156.jpg,4,20,3,0
20672.jpg,7,23,0,0
42327.jpg,1,13,2,2
47812.jpg,7,9,2,2
7064.jpg,0,0,2,1
22490.jpg,7,7,2,2
43169.jpg,1,25,3,2
9667.jpg,6,16,0,0
44676.jpg,8,16,2,2
7837.jpg,6,23,0,0
31458.jpg,0,17,2,0
52336.jpg,0,13,3,2
44931.jpg,1,11,2,0
4584.jpg,7,0,3,1
47453.jpg,0,6,0,2
48418.jpg,0,23,2,0
23739.jpg,2,20,3,2
47682.jpg,0,4,1,0
3918.jpg,0,13,2,0
49986.jpg,8,18,3,2
50485.jpg,0,3,2,0
47457.jpg,0,6,2,2
13385.jpg,2,4,0,2
33199.jpg,7,5,2,2
36022.jpg,0,1,0,0
28559.jpg,7,23,2,0
21351.jpg,0,20,3,2
47663.jpg,2,13,2,2
38314.jpg,0,9,2,2
17168.jpg,9,16,0,0
37784.jpg,1,16,2,0
4018.jpg,2,4,2,0
23243.jpg,2,8,0,0
33059.jpg,1,16,2,0
57516.jpg,2,8,2,0
43682.jpg,3,23,2,0
38808.jpg,1,23,2,0
6253.jpg,9,23,2,2
16021.jpg,0,22,0,0
57283.jpg,7,16,2,0
52086.jpg,7,23,2,2
34760.jpg,3,9,2,2
55546.jpg,0,13,1,2
3423.jpg,0,23,2,2
43925.jpg,0,4,2,0
12226.jpg,8,23,2,0
34535.jpg,2,8,3,0
45692.jpg,7,14,1,2
6500.jpg,9,23,2,0
20176.jpg,0,16,0,0
44737.jpg,2,4,2,0
59071.jpg,8,2,2,2
28117.jpg,0,3,2,0
39783.jpg,7,16,2,0
9563.jpg,1,16,0,0
16617.jpg,8,16,0,0
28199.jpg,4,20,3,0
12578.jpg,6,23,0,2
4788.jpg,8,23,2,0
10987.jpg,1,23,0,0
8071.jpg,0,19,0,2
43678.jpg,8,5,2,2
39134.jpg,5,13,0,2
20611.jpg,7,9,3,2
51048.jpg,3,2,2,2
59293.jpg,8,25,3,0
4543.jpg,6,19,2,2
20791.jpg,0,13,0,0
6536.jpg,0,17,2,0
44155.jpg,2,13,1,0
53799.jpg,7,23,2,0
16988.jpg,0,7,0,0
12923.jpg,0,4,0,0
6839.jpg,0,13,3,1
4093.jpg,1,23,2,0
58729.jpg,1,23,2,2
10079.jpg,0,15,0,1
48199.jpg,0,20,3,0
20794.jpg,1,15,0,0
7271.jpg,0,23,0,0
48774.jpg,4,13,2,2
35268.jpg,0,21,2,2
3710.jpg,1,1,2,0
7915.jpg,3,23,0,0
4953.jpg,8,23,2,0
32269.jpg,9,12,2,2
18327.jpg,0,16,0,0
14378.jpg,8,10,3,2
14504.jpg,0,4,0,0
23929.jpg,4,19,0,0
43490.jpg,0,23,2,0
4890.jpg,7,23,2,2
53631.jpg,6,2,2,2
19657.jpg,1,23,0,0
37596.jpg,1,23,2,0
49569.jpg,0,1,2,0
53394.jpg,1,12,0,2
22147.jpg,0,8,0,0
48437.jpg,1,23,2,0
49222.jpg,0,18,2,0
37001.jpg,1,9,2,2
32571.jpg,0,13,2,2
10324.jpg,0,21,0,2
59683.jpg,0,3,2,2
46300.jpg,8,14,1,2
50830.jpg,0,1,2,0
17139.jpg,2,9,3,2
2056.jpg,0,23,3,0
6552.jpg,8,21,2,2
20896.jpg,3,4,2,0
27144.jpg,8,2,2,2
44659.jpg,0,4,2,0
45222.jpg,8,25,3,0
12621.jpg,0,23,0,0
14682.jpg,1,23,0,0
12339.jpg,8,16,0,0
17395.jpg,2,18,2,0
37912.jpg,9,5,2,2
30755.jpg,6,12,2,0
23152.jpg,8,16,3,0
11970.jpg,0,23,0,0
53446.jpg,1,7,2,2
20015.jpg,3,23,0,2
34208.jpg,1,23,2,0
9370.jpg,0,18,0,2
5900.jpg,0,4,2,0
32222.jpg,3,12,2,2
7250.jpg,0,8,0,0
33612.jpg,3,24,2,2
55982.jpg,2,13,1,2
46289.jpg,3,15,2,0
58514.jpg,0,21,2,2
15938.jpg,2,1,0,0
18560.jpg,1,10,3,2
21279.jpg,0,20,3,2
37306.jpg,0,25,3,0
47254.jpg,7,3,2,0
33397.jpg,7,24,0,2
45580.jpg,0,15,2,0
48091.jpg,1,16,2,2
23888.jpg,8,19,2,0
47405.jpg,1,24,2,2
9580.jpg,0,0,0,1
42136.jpg,8,19,2,0
20476.jpg,2,24,3,2
6563.jpg,7,0,2,1
46733.jpg,1,13,2,2
52919.jpg,8,13,0,2
42533.jpg,1,12,0,2
25200.jpg,2,9,3,2
46502.jpg,3,25,3,0
3370.jpg,0,19,1,2
55277.jpg,7,13,1,2
36984.jpg,6,13,2,2
20680.jpg,2,4,3,0
36425.jpg,0,19,1,0
15739.jpg,0,19,2,0
31266.jpg,8,23,2,0
20802.jpg,8,19,0,0
51690.jpg,6,20,3,0
16490.jpg,0,23,0,0
2093.jpg,1,16,3,0
32367.jpg,0,25,3,0
15470.jpg,7,23,0,0
54396.jpg,0,9,2,2
24522.jpg,0,12,0,2
39473.jpg,0,13,2,2
8957.jpg,0,1,0,0
24256.jpg,3,4,2,0
47027.jpg,6,12,0,2
55119.jpg,7,13,1,2
56945.jpg,4,10,3,2
9683.jpg,0,23,0,0
24443.jpg,0,18,2,0
29747.jpg,0,25,3,0
50202.jpg,3,20,3,2
36703.jpg,0,14,1,0
48584.jpg,4,13,2,0
57708.jpg,7,13,1,2
24805.jpg,0,19,1,0
11483.jpg,0,25,3,0
2478.jpg,3,23,0,0
46760.jpg,9,14,1,2
59022.jpg,2,6,3,2
50400.jpg,4,25,3,2
54226.jpg,0,22,2,0
2014.jpg,9,23,0,0
6561.jpg,6,9,2,1
13292.jpg,3,23,0,0
27822.jpg,2,1,2,0
26107.jpg,1,16,2,0
25254.jpg,9,9,2,2
10505.jpg,9,23,0,2
55126.jpg,7,13,1,2
28513.jpg,0,17,2,0
6481.jpg,0,23,2,0
37937.jpg,6,5,2,2
15788.jpg,0,3,2,0
11523.jpg,3,23,0,0
22324.jpg,3,23,0,0
57240.jpg,0,9,2,2
10040.jpg,8,23,0,0
35633.jpg,1,7,0,0
34186.jpg,3,23,2,0
31924.jpg,0,9,2,2
59912.jpg,5,12,2,2
59446.jpg,1,16,0,0
20684.jpg,2,4,3,0
50312.jpg,6,13,2,0
6480.jpg,0,23,2,0
6126.jpg,0,19,2,1
50507.jpg,0,3,3,0
59546.jpg,4,13,2,2
20147.jpg,1,16,0,0
4322.jpg,3,23,2,1
51562.jpg,0,25,3,0
49081.jpg,7,13,1,2
10991.jpg,2,23,0,0
31726.jpg,4,13,3,2
38153.jpg,0,23,0,0
26493.jpg,8,23,2,0
45246.jpg,0,25,3,0
38223.jpg,0,13,2,2
37543.jpg,9,23,2,0
39058.jpg,4,13,0,0
44520.jpg,5,15,2,0
19355.jpg,1,3,2,2
4040.jpg,1,23,2,0
28028.jpg,1,3,2,0
44947.jpg,8,19,2,0
32162.jpg,0,18,2,2
45885.jpg,0,25,3,0
45595.jpg,2,8,2,0
8096.jpg,2,25,3,0
44750.jpg,0,4,2,0
6894.jpg,8,21,2,2
34917.jpg,1,13,2,2
59220.jpg,4,25,3,2
58494.jpg,6,5,0,2
10656.jpg,7,21,0,2
59945.jpg,1,4,2,0
9949.jpg,1,23,0,0
29226.jpg,0,7,2,0
28662.jpg,0,4,2,0
52057.jpg,3,23,2,0
21325.jpg,0,20,3,0
19757.jpg,0,25,3,2
6016.jpg,6,16,2,0
59872.jpg,0,21,0,2
31210.jpg,8,19,2,2
13144.jpg,0,10,3,2
27761.jpg,0,24,3,0
